Country,Resolution,Start time,End time,Count,Source,Details
Sudan,Daily,05/10/2014,05/10/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,09/10/2014,09/10/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,14/10/2014,14/10/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,16/10/2014,16/10/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,18/10/2014,18/10/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,19/10/2014,19/10/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,21/10/2014,21/10/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,22/10/2014,22/10/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,23/10/2014,23/10/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,24/10/2014,24/10/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,25/10/2014,25/10/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,26/10/2014,26/10/2014,12,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,28/10/2014,28/10/2014,10,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,30/10/2014,30/10/2014,9,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,31/10/2014,31/10/2014,6,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,01/11/2014,01/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,02/11/2014,02/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,03/11/2014,03/11/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,04/11/2014,04/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,05/11/2014,05/11/2014,8,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,07/11/2014,07/11/2014,5,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,08/11/2014,08/11/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,09/11/2014,09/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,10/11/2014,10/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,11/11/2014,11/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,13/11/2014,13/11/2014,4,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,14/11/2014,14/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,15/11/2014,15/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,16/11/2014,16/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,17/11/2014,17/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,18/11/2014,18/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,19/11/2014,19/11/2014,4,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,20/11/2014,20/11/2014,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,21/11/2014,21/11/2014,5,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,24/11/2014,24/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,26/11/2014,26/11/2014,2,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,28/11/2014,28/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,29/11/2014,29/11/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,30/11/2014,30/11/2014,4,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,01/12/2014,01/12/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,07/12/2014,07/12/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,12/12/2014,12/12/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,16/12/2014,16/12/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,17/12/2014,17/12/2014,4,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,28/12/2014,28/12/2014,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,06/01/2015,06/01/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,11/01/2015,11/01/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,14/01/2015,14/01/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,21/02/2015,21/02/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,22/02/2015,22/02/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,23/02/2015,23/02/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,24/02/2015,24/02/2015,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,02/04/2015,02/04/2015,3,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Sudan,Daily,08/04/2015,08/04/2015,1,https://wwwnc.cdc.gov/eid/article/25/11/18-1766_article,Figure 1
Tanzania,Daily,04/06/2014,04/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,05/06/2014,05/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,07/06/2014,07/06/2014,5,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,08/06/2014,08/06/2014,8,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,09/06/2014,09/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,10/06/2014,10/06/2014,11,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,12/06/2014,12/06/2014,11,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,13/06/2014,13/06/2014,5,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,14/06/2014,14/06/2014,8,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,15/06/2014,15/06/2014,9,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,17/06/2014,17/06/2014,10,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,18/06/2014,18/06/2014,4,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,19/06/2014,19/06/2014,11,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,20/06/2014,20/06/2014,2,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,22/06/2014,22/06/2014,5,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,23/06/2014,23/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,24/06/2014,24/06/2014,3,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,25/06/2014,25/06/2014,3,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,27/06/2014,27/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Tanzania,Daily,28/06/2014,28/06/2014,1,https://wwwnc.cdc.gov/eid/article/22/5/15-1462-f1,Figure 1B
Kenya,Monthly,01/01/2014,31/01/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/02/2014,28/02/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/03/2014,31/03/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/04/2014,30/04/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/05/2014,31/05/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/06/2014,30/06/2014,11,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/07/2014,31/07/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/08/2014,31/08/2014,2,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/09/2014,30/09/2014,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/10/2014,31/10/2014,2,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/11/2014,30/11/2014,3,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/12/2014,31/12/2014,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/01/2015,31/01/2015,1,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/02/2015,28/02/2015,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/03/2015,31/03/2015,1,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/04/2015,30/04/2015,1,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/05/2015,31/05/2015,5,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/06/2015,30/06/2015,25,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/07/2015,31/07/2015,38,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/08/2015,31/08/2015,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/09/2015,30/10/2015,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/10/2015,31/10/2015,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/11/2015,30/11/2015,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/12/2015,31/12/2015,25,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/01/2016,31/01/2016,13,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/02/2016,28/02/2016,11,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/03/2016,31/03/2016,6,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/04/2016,30/04/2016,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/05/2016,31/05/2016,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/06/2016,30/06/2016,5,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/07/2016,31/07/2016,12,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/08/2016,31/08/2016,20,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/09/2016,30/09/2016,4,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/10/2016,31/10/2016,3,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/11/2016,30/11/2016,1,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/12/2016,31/12/2016,1,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/01/2017,31/01/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/02/2017,28/02/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/03/2017,31/03/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/04/2017,30/04/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/05/2017,31/05/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/06/2017,30/06/2017,3,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/07/2017,31/07/2017,9,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Kenya,Monthly,01/08/2017,31/08/2017,0,https://wwwnc.cdc.gov/eid/article/26/11/20-0960_article,Figure 3
Burkina Faso,Monthly,01/01/2016,31/01/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/02/2016,29/02/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/03/2016,31/03/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/04/2016,30/04/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/05/2016,31/05/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/06/2016,30/06/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/07/2016,31/07/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/08/2016,31/08/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/09/2016,30/09/2016,0,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/10/2016,31/10/2016,994,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/11/2016,30/11/2016,468,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/12/2016,31/12/2016,117,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/01/2017,31/01/2017,146,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/02/2017,28/02/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/03/2017,31/03/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/04/2017,30/04/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/05/2017,31/05/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/06/2017,30/06/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/07/2017,31/07/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/08/2017,31/08/2017,263,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/09/2017,30/09/2017,964,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/10/2017,31/10/2017,8942,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/11/2017,30/11/2017,3653,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/12/2017,31/12/2017,935,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/01/2018,31/01/2017,321,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/02/2018,28/02/2017,88,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/03/2018,31/03/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/04/2018,30/04/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/05/2018,31/05/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/06/2018,30/06/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/07/2018,31/07/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/08/2018,31/08/2017,146,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/09/2018,30/09/2017,205,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/10/2018,31/10/2017,380,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/11/2018,30/11/2017,205,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/12/2018,31/12/2017,117,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/01/2019,31/01/2017,88,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/02/2019,28/02/2017,88,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/03/2019,31/03/2017,117,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/04/2019,30/04/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/05/2019,31/05/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/06/2019,30/06/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/07/2019,31/07/2017,29,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/08/2019,31/08/2017,58,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/09/2019,30/09/2017,205,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/10/2019,31/10/2017,643,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/11/2019,30/11/2017,1987,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Burkina Faso,Monthly,01/12/2019,31/12/2017,1958,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-12820-x#Sec14,Figure 4
Angola,Daily,02/03/2013,02/03/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,17/03/2013,17/03/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,23/03/2013,23/03/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,01/04/2013,01/04/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,02/04/2013,02/04/2013,3,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,04/04/2013,04/04/2013,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,05/04/2013,05/04/2013,5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,06/04/2013,06/04/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,07/04/2013,07/04/2013,4,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,09/04/2013,09/04/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,10/04/2013,10/04/2013,3,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,11/04/2013,11/04/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,12/04/2013,12/04/2013,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,13/04/2013,13/04/2013,9,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,14/04/2013,14/04/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,15/04/2013,15/04/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,16/04/2013,16/04/2013,15,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,17/04/2013,17/04/2013,8,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
